20230601 013600;1.067960;1.067980;1.067760;1.067760;0
20230601 013700;1.067770;1.067920;1.067760;1.067920;0
20230601 013800;1.067910;1.068010;1.067830;1.067900;0
20230601 013900;1.067890;1.067910;1.067810;1.067850;0
20230601 014000;1.067850;1.067910;1.067780;1.067810;0
20230601 014100;1.067840;1.068000;1.067820;1.067970;0
20230601 014200;1.067970;1.068060;1.067970;1.067980;0
20230601 014300;1.067990;1.068040;1.067940;1.067960;0
20230601 014400;1.067950;1.067970;1.067940;1.067950;0
20230601 014500;1.067960;1.067970;1.067850;1.067860;0
20230601 014600;1.067870;1.067940;1.067780;1.067860;0
20230601 014700;1.067860;1.068020;1.067860;1.068000;0
20230601 014800;1.067990;1.068030;1.067860;1.067860;0
20230601 014900;1.067870;1.067870;1.067760;1.067810;0
20230601 015000;1.067800;1.067840;1.067790;1.067820;0
20230601 015100;1.067810;1.067840;1.067810;1.067830;0
20230601 015200;1.067820;1.067860;1.067730;1.067730;0
20230601 015300;1.067740;1.067770;1.067710;1.067730;0
20230601 015400;1.067760;1.067860;1.067680;1.067840;0
20230601 015500;1.067840;1.067910;1.067790;1.067820;0
20230601 015600;1.067830;1.067830;1.067610;1.067620;0
20230601 015700;1.067610;1.067680;1.067590;1.067680;0
20230601 015800;1.067660;1.067720;1.067610;1.067630;0
20230601 015900;1.067630;1.067720;1.067630;1.067710;0
20230601 020000;1.067710;1.067790;1.067620;1.067640;0
20230601 020100;1.067630;1.067630;1.067430;1.067470;0
20230601 020200;1.067470;1.067710;1.067320;1.067660;0
20230601 020300;1.067670;1.067780;1.067630;1.067670;0
20230601 020400;1.067660;1.067710;1.067610;1.067630;0
20230601 020500;1.067650;1.067710;1.067620;1.067660;0
20230601 020600;1.067660;1.067750;1.067620;1.067720;0
20230601 020700;1.067730;1.067940;1.067720;1.067910;0
20230601 020800;1.067910;1.067920;1.067810;1.067920;0
20230601 020900;1.067920;1.067990;1.067900;1.067920;0
20230601 021000;1.067920;1.068070;1.067920;1.068040;0
20230601 021100;1.068050;1.068060;1.067980;1.068020;0
20230601 021200;1.068010;1.068020;1.067880;1.067880;0
20230601 021300;1.067870;1.067870;1.067560;1.067610;0
20230601 021400;1.067620;1.067680;1.067550;1.067670;0
20230601 021500;1.067660;1.067720;1.067610;1.067630;0
20230601 021600;1.067620;1.067780;1.067580;1.067690;0
20230601 021700;1.067700;1.067820;1.067640;1.067820;0
20230601 021800;1.067810;1.068030;1.067800;1.068030;0
20230601 021900;1.068030;1.068090;1.068030;1.068080;0
20230601 022000;1.068070;1.068130;1.068050;1.068080;0
20230601 022100;1.068080;1.068140;1.067940;1.067970;0
20230601 022200;1.067960;1.068110;1.067950;1.068090;0
20230601 022300;1.068100;1.068160;1.067770;1.067780;0
20230601 022400;1.067780;1.067970;1.067770;1.067940;0
20230601 022500;1.067950;1.067970;1.067910;1.067920;0
20230601 022600;1.067930;1.068050;1.067920;1.068010;0
20230601 022700;1.068000;1.068310;1.067990;1.068160;0
